geoid,name,error,estimate
15000US060371221201,"Block Group 1, Los Angeles, CA",20166.0,60188.0
15000US060371221202,"Block Group 2, Los Angeles, CA",13755.0,67396.0
15000US060371221211,"Block Group 1, Los Angeles, CA",3942.0,49632.0
15000US060371221212,"Block Group 2, Los Angeles, CA",20794.0,69500.0
15000US060371221221,"Block Group 1, Los Angeles, CA",5863.0,38846.0
15000US060371221222,"Block Group 2, Los Angeles, CA",8879.0,35729.0
15000US060371221223,"Block Group 3, Los Angeles, CA",11797.0,55000.0
15000US060371222001,"Block Group 1, Los Angeles, CA",14207.0,53417.0
15000US060371222002,"Block Group 2, Los Angeles, CA",8261.0,51354.0
15000US060371222003,"Block Group 3, Los Angeles, CA",6173.0,63269.0
15000US060371224101,"Block Group 1, Los Angeles, CA",6251.0,37259.0
15000US060371224102,"Block Group 2, Los Angeles, CA",14916.0,29375.0
15000US060371224201,"Block Group 1, Los Angeles, CA",10426.0,28919.0
15000US060371224202,"Block Group 2, Los Angeles, CA",10748.0,49175.0
15000US060371230101,"Block Group 1, Los Angeles, CA",13566.0,41420.0
15000US060371230102,"Block Group 2, Los Angeles, CA",6958.0,31765.0
15000US060371230201,"Block Group 1, Los Angeles, CA",21216.0,44038.0
15000US060371230202,"Block Group 2, Los Angeles, CA",16914.0,39922.0
15000US060371231031,"Block Group 1, Los Angeles, CA",23789.0,59306.0
15000US060371231032,"Block Group 2, Los Angeles, CA",13930.0,41689.0
15000US060371231041,"Block Group 1, Los Angeles, CA",,
15000US060371231042,"Block Group 2, Los Angeles, CA",8709.0,38368.0
15000US060371231043,"Block Group 3, Los Angeles, CA",28070.0,52781.0
15000US060371232031,"Block Group 1, Los Angeles, CA",12498.0,51429.0
15000US060371232032,"Block Group 2, Los Angeles, CA",6274.0,38101.0
15000US060371232033,"Block Group 3, Los Angeles, CA",5164.0,53990.0
15000US060371232041,"Block Group 1, Los Angeles, CA",8806.0,41339.0
15000US060371232042,"Block Group 2, Los Angeles, CA",23269.0,41563.0
15000US060371232051,"Block Group 1, Los Angeles, CA",35166.0,49531.0
15000US060371232052,"Block Group 2, Los Angeles, CA",18721.0,43864.0
15000US060371232061,"Block Group 1, Los Angeles, CA",4110.0,32266.0
15000US060371233011,"Block Group 1, Los Angeles, CA",25749.0,52059.0
15000US060371233012,"Block Group 2, Los Angeles, CA",25791.0,57125.0
15000US060371233013,"Block Group 3, Los Angeles, CA",18135.0,66507.0
15000US060371233031,"Block Group 1, Los Angeles, CA",19925.0,68900.0
15000US060371233032,"Block Group 2, Los Angeles, CA",9994.0,42539.0
15000US060371233041,"Block Group 1, Los Angeles, CA",14813.0,46389.0
15000US060371233042,"Block Group 2, Los Angeles, CA",23872.0,57965.0
15000US060371233043,"Block Group 3, Los Angeles, CA",5045.0,26750.0
15000US060371234101,"Block Group 1, Los Angeles, CA",9693.0,47112.0
15000US060371234102,"Block Group 2, Los Angeles, CA",22207.0,64038.0
15000US060371234201,"Block Group 1, Los Angeles, CA",10521.0,42765.0
15000US060371234202,"Block Group 2, Los Angeles, CA",18935.0,94330.0
15000US060371234203,"Block Group 3, Los Angeles, CA",18726.0,32625.0
15000US060371235101,"Block Group 1, Los Angeles, CA",8096.0,48873.0
15000US060371235102,"Block Group 2, Los Angeles, CA",12665.0,39653.0
15000US060371235201,"Block Group 1, Los Angeles, CA",8821.0,45521.0
15000US060371236011,"Block Group 1, Los Angeles, CA",31005.0,31528.0
15000US060371236012,"Block Group 2, Los Angeles, CA",9298.0,57041.0
15000US060371236013,"Block Group 3, Los Angeles, CA",9277.0,55216.0
15000US060371236021,"Block Group 1, Los Angeles, CA",14519.0,48214.0
15000US060371236022,"Block Group 2, Los Angeles, CA",,
15000US060371236023,"Block Group 3, Los Angeles, CA",32575.0,43182.0
15000US060371237001,"Block Group 1, Los Angeles, CA",30533.0,90662.0
15000US060371237002,"Block Group 2, Los Angeles, CA",40070.0,71875.0
15000US060371237003,"Block Group 3, Los Angeles, CA",25343.0,51964.0
15000US060371237004,"Block Group 4, Los Angeles, CA",37100.0,67313.0
15000US060371238001,"Block Group 1, Los Angeles, CA",53332.0,90078.0
15000US060371238002,"Block Group 2, Los Angeles, CA",48386.0,91250.0
15000US060371238003,"Block Group 3, Los Angeles, CA",33760.0,52250.0
15000US060371239011,"Block Group 1, Los Angeles, CA",18300.0,59792.0
15000US060371239012,"Block Group 2, Los Angeles, CA",34187.0,86842.0
15000US060371239013,"Block Group 3, Los Angeles, CA",55220.0,87426.0
15000US060371239021,"Block Group 1, Los Angeles, CA",35055.0,77049.0
15000US060371239022,"Block Group 2, Los Angeles, CA",17409.0,68693.0
15000US060371240001,"Block Group 1, Los Angeles, CA",45261.0,85014.0
15000US060371240002,"Block Group 2, Los Angeles, CA",50705.0,118977.0
15000US060371240003,"Block Group 3, Los Angeles, CA",25976.0,78227.0
15000US060371240004,"Block Group 4, Los Angeles, CA",59932.0,77284.0
15000US060371241021,"Block Group 1, Los Angeles, CA",15381.0,42746.0
15000US060371241022,"Block Group 2, Los Angeles, CA",11631.0,63614.0
15000US060371241023,"Block Group 3, Los Angeles, CA",10218.0,60759.0
15000US060371241031,"Block Group 1, Los Angeles, CA",17592.0,34844.0
15000US060371241032,"Block Group 2, Los Angeles, CA",8476.0,48056.0
15000US060371241041,"Block Group 1, Los Angeles, CA",8668.0,39048.0
15000US060371241042,"Block Group 2, Los Angeles, CA",35311.0,61471.0
15000US060371241051,"Block Group 1, Los Angeles, CA",8691.0,52375.0
15000US060371241052,"Block Group 2, Los Angeles, CA",7019.0,41146.0
15000US060371242011,"Block Group 1, Los Angeles, CA",49272.0,66542.0
15000US060371242012,"Block Group 2, Los Angeles, CA",9667.0,71016.0
15000US060371242013,"Block Group 3, Los Angeles, CA",10062.0,46523.0
15000US060371242031,"Block Group 1, Los Angeles, CA",9429.0,56042.0
15000US060371242032,"Block Group 2, Los Angeles, CA",9301.0,48676.0
15000US060371242041,"Block Group 1, Los Angeles, CA",10379.0,42861.0
15000US060371242042,"Block Group 2, Los Angeles, CA",9817.0,44122.0
15000US060371243001,"Block Group 1, Los Angeles, CA",16594.0,46932.0
15000US060371243002,"Block Group 2, Los Angeles, CA",15598.0,43235.0
15000US060371243003,"Block Group 3, Los Angeles, CA",25351.0,34740.0
15000US060371244001,"Block Group 1, Los Angeles, CA",18372.0,61587.0
15000US060371244002,"Block Group 2, Los Angeles, CA",31950.0,86944.0
15000US060371244003,"Block Group 3, Los Angeles, CA",12159.0,92721.0
15000US060371245001,"Block Group 1, Los Angeles, CA",38133.0,99118.0
15000US060371245002,"Block Group 2, Los Angeles, CA",25707.0,56453.0
15000US060371246001,"Block Group 1, Los Angeles, CA",50157.0,80625.0
15000US060371246002,"Block Group 2, Los Angeles, CA",36462.0,59967.0
15000US060371246003,"Block Group 3, Los Angeles, CA",12086.0,64688.0
15000US060371247001,"Block Group 1, Los Angeles, CA",71706.0,134600.0
15000US060371247002,"Block Group 2, Los Angeles, CA",67502.0,110792.0
15000US060371247003,"Block Group 3, Los Angeles, CA",28557.0,72704.0
15000US060371247004,"Block Group 4, Los Angeles, CA",53673.0,120737.0
15000US060371249021,"Block Group 1, Los Angeles, CA",7760.0,31852.0
15000US060371249031,"Block Group 1, Los Angeles, CA",7703.0,62096.0
15000US060371249032,"Block Group 2, Los Angeles, CA",18421.0,58594.0
15000US060371251001,"Block Group 1, Los Angeles, CA",31332.0,94934.0
15000US060371251002,"Block Group 2, Los Angeles, CA",21579.0,68750.0
15000US060371251003,"Block Group 3, Los Angeles, CA",58031.0,68897.0
15000US060371251004,"Block Group 4, Los Angeles, CA",13847.0,77500.0
15000US060371252001,"Block Group 1, Los Angeles, CA",9501.0,44440.0
15000US060371252002,"Block Group 2, Los Angeles, CA",9516.0,112917.0
15000US060371252003,"Block Group 3, Los Angeles, CA",30734.0,82171.0
15000US060371253101,"Block Group 1, Los Angeles, CA",23149.0,25393.0
15000US060371253102,"Block Group 2, Los Angeles, CA",31474.0,54627.0
15000US060371253103,"Block Group 3, Los Angeles, CA",12344.0,50690.0
15000US060371253201,"Block Group 1, Los Angeles, CA",9254.0,30391.0
15000US060371253202,"Block Group 2, Los Angeles, CA",10479.0,45457.0
15000US060371254011,"Block Group 1, Los Angeles, CA",13104.0,61029.0
15000US060371254012,"Block Group 2, Los Angeles, CA",11471.0,63445.0
15000US060371254021,"Block Group 1, Los Angeles, CA",18624.0,80970.0
15000US060371254022,"Block Group 2, Los Angeles, CA",31251.0,78158.0
15000US060371254023,"Block Group 3, Los Angeles, CA",32942.0,78889.0
15000US060371255011,"Block Group 1, Los Angeles, CA",17154.0,45568.0
15000US060371255012,"Block Group 2, Los Angeles, CA",13946.0,48618.0
15000US060371255021,"Block Group 1, Los Angeles, CA",13404.0,63722.0
15000US060371255022,"Block Group 2, Los Angeles, CA",11067.0,71406.0
15000US060371256001,"Block Group 1, Los Angeles, CA",52470.0,99000.0
15000US060371256002,"Block Group 2, Los Angeles, CA",69171.0,104750.0
15000US060371256003,"Block Group 3, Los Angeles, CA",36764.0,46875.0
15000US060371271021,"Block Group 1, Los Angeles, CA",32420.0,41630.0
15000US060371271022,"Block Group 2, Los Angeles, CA",11368.0,45875.0
15000US060371271031,"Block Group 1, Los Angeles, CA",8328.0,52096.0
15000US060371271041,"Block Group 1, Los Angeles, CA",11249.0,35486.0
15000US060371271042,"Block Group 2, Los Angeles, CA",23130.0,42692.0
15000US060371272101,"Block Group 1, Los Angeles, CA",24745.0,65185.0
15000US060371272102,"Block Group 2, Los Angeles, CA",17455.0,53947.0
15000US060371272103,"Block Group 3, Los Angeles, CA",12251.0,56058.0
15000US060371272201,"Block Group 1, Los Angeles, CA",38896.0,53750.0
15000US060371272202,"Block Group 2, Los Angeles, CA",4425.0,37635.0
15000US060371273001,"Block Group 1, Los Angeles, CA",22624.0,45372.0
15000US060371273002,"Block Group 2, Los Angeles, CA",14178.0,55119.0
15000US060371274001,"Block Group 1, Los Angeles, CA",11530.0,45511.0
15000US060371274002,"Block Group 2, Los Angeles, CA",17860.0,72434.0
15000US060371274003,"Block Group 3, Los Angeles, CA",25160.0,55833.0
15000US060371274004,"Block Group 4, Los Angeles, CA",6293.0,49875.0
15000US060371275201,"Block Group 1, Los Angeles, CA",6935.0,34904.0
15000US060371275202,"Block Group 2, Los Angeles, CA",13806.0,36653.0
15000US060371276031,"Block Group 1, Los Angeles, CA",5493.0,41369.0
15000US060371276032,"Block Group 2, Los Angeles, CA",10799.0,43836.0
15000US060371276041,"Block Group 1, Los Angeles, CA",6311.0,44798.0
15000US060371276051,"Block Group 1, Los Angeles, CA",11258.0,43493.0
15000US060371276052,"Block Group 2, Los Angeles, CA",7827.0,48836.0
15000US060371276061,"Block Group 1, Los Angeles, CA",47439.0,83417.0
15000US060371276062,"Block Group 2, Los Angeles, CA",9630.0,57028.0
15000US060371277111,"Block Group 1, Los Angeles, CA",20918.0,60091.0
15000US060371277112,"Block Group 2, Los Angeles, CA",45992.0,117470.0
15000US060371277121,"Block Group 1, Los Angeles, CA",9659.0,37500.0
15000US060371277122,"Block Group 2, Los Angeles, CA",10056.0,44468.0
15000US060371278031,"Block Group 1, Los Angeles, CA",6980.0,37321.0
15000US060371278032,"Block Group 2, Los Angeles, CA",8302.0,52472.0
15000US060371278041,"Block Group 1, Los Angeles, CA",7264.0,53792.0
15000US060371278051,"Block Group 1, Los Angeles, CA",12199.0,35313.0
15000US060371278052,"Block Group 2, Los Angeles, CA",11739.0,54408.0
15000US060371278053,"Block Group 3, Los Angeles, CA",15824.0,59758.0
15000US060371278061,"Block Group 1, Los Angeles, CA",26600.0,50577.0
15000US060371278062,"Block Group 2, Los Angeles, CA",14584.0,40304.0
15000US060371278063,"Block Group 3, Los Angeles, CA",29838.0,55273.0
15000US060371279101,"Block Group 1, Los Angeles, CA",9928.0,46761.0
15000US060371279102,"Block Group 2, Los Angeles, CA",11619.0,45455.0
15000US060371279201,"Block Group 1, Los Angeles, CA",15619.0,57979.0
15000US060371279202,"Block Group 2, Los Angeles, CA",33278.0,52656.0
15000US060371281011,"Block Group 1, Los Angeles, CA",9793.0,58851.0
15000US060371281012,"Block Group 2, Los Angeles, CA",12553.0,50917.0
15000US060371281021,"Block Group 1, Los Angeles, CA",8701.0,48929.0
15000US060371281022,"Block Group 2, Los Angeles, CA",14403.0,41275.0
15000US060371282101,"Block Group 1, Los Angeles, CA",8977.0,33365.0
15000US060371282102,"Block Group 2, Los Angeles, CA",14907.0,27778.0
15000US060371282201,"Block Group 1, Los Angeles, CA",12082.0,43784.0
15000US060371282202,"Block Group 2, Los Angeles, CA",13526.0,33750.0
15000US060371283021,"Block Group 1, Los Angeles, CA",15066.0,45795.0
15000US060371283022,"Block Group 2, Los Angeles, CA",13164.0,46979.0
15000US060371283031,"Block Group 1, Los Angeles, CA",5088.0,41549.0
15000US060371283032,"Block Group 2, Los Angeles, CA",11604.0,38194.0
15000US060371284001,"Block Group 1, Los Angeles, CA",63341.0,79688.0
15000US060371284002,"Block Group 2, Los Angeles, CA",15611.0,51838.0
15000US060371284003,"Block Group 3, Los Angeles, CA",27654.0,86141.0
15000US060371284004,"Block Group 4, Los Angeles, CA",34313.0,81944.0
15000US060371285001,"Block Group 1, Los Angeles, CA",25593.0,70547.0
15000US060371285002,"Block Group 2, Los Angeles, CA",15612.0,76094.0
15000US060371286011,"Block Group 1, Los Angeles, CA",12777.0,44891.0
15000US060371286012,"Block Group 2, Los Angeles, CA",24978.0,59615.0
15000US060371286021,"Block Group 1, Los Angeles, CA",13061.0,85357.0
15000US060371286022,"Block Group 2, Los Angeles, CA",49444.0,54464.0
15000US060371286023,"Block Group 3, Los Angeles, CA",37202.0,101447.0
15000US060371287021,"Block Group 1, Los Angeles, CA",17801.0,97015.0
15000US060371287022,"Block Group 2, Los Angeles, CA",55407.0,71667.0
15000US060371287023,"Block Group 3, Los Angeles, CA",9108.0,75688.0
15000US060371287024,"Block Group 4, Los Angeles, CA",38858.0,62528.0
15000US060371288011,"Block Group 1, Los Angeles, CA",19426.0,52604.0
15000US060371288012,"Block Group 2, Los Angeles, CA",6982.0,74784.0
15000US060371288021,"Block Group 1, Los Angeles, CA",36770.0,94539.0
15000US060371288022,"Block Group 2, Los Angeles, CA",16038.0,96274.0
15000US060371288023,"Block Group 3, Los Angeles, CA",32674.0,82837.0
15000US060371289101,"Block Group 1, Los Angeles, CA",26192.0,101750.0
15000US060371289102,"Block Group 2, Los Angeles, CA",36894.0,111591.0
15000US060371289103,"Block Group 3, Los Angeles, CA",22096.0,86250.0
15000US060371310101,"Block Group 1, Los Angeles, CA",9084.0,58447.0
15000US060371310102,"Block Group 2, Los Angeles, CA",8673.0,54375.0
15000US060371310201,"Block Group 1, Los Angeles, CA",11091.0,61324.0
15000US060371310202,"Block Group 2, Los Angeles, CA",33431.0,72917.0
15000US060371310203,"Block Group 3, Los Angeles, CA",28281.0,75682.0
15000US060371311001,"Block Group 1, Los Angeles, CA",34190.0,98424.0
15000US060371311002,"Block Group 2, Los Angeles, CA",84830.0,116500.0
15000US060371311003,"Block Group 3, Los Angeles, CA",18879.0,77750.0
15000US060371312001,"Block Group 1, Los Angeles, CA",32193.0,72266.0
15000US060371312002,"Block Group 2, Los Angeles, CA",16903.0,69500.0
15000US060371312003,"Block Group 3, Los Angeles, CA",39139.0,136375.0
15000US060371313001,"Block Group 1, Los Angeles, CA",40899.0,62614.0
15000US060371313002,"Block Group 2, Los Angeles, CA",37906.0,67679.0
15000US060371313003,"Block Group 3, Los Angeles, CA",20307.0,73125.0
15000US060371313004,"Block Group 4, Los Angeles, CA",50089.0,81964.0
15000US060371314001,"Block Group 1, Los Angeles, CA",12698.0,79605.0
15000US060371314002,"Block Group 2, Los Angeles, CA",8136.0,58807.0
15000US060371316001,"Block Group 1, Los Angeles, CA",35960.0,92250.0
15000US060371316002,"Block Group 2, Los Angeles, CA",70635.0,148406.0
15000US060371316003,"Block Group 3, Los Angeles, CA",19158.0,63494.0
15000US060371316004,"Block Group 4, Los Angeles, CA",25803.0,84464.0
15000US060371317011,"Block Group 1, Los Angeles, CA",21374.0,80466.0
15000US060371317012,"Block Group 2, Los Angeles, CA",15383.0,69783.0
15000US060371317021,"Block Group 1, Los Angeles, CA",13822.0,63500.0
15000US060371317022,"Block Group 2, Los Angeles, CA",80159.0,105446.0
15000US060371318001,"Block Group 1, Los Angeles, CA",18038.0,81583.0
15000US060371318002,"Block Group 2, Los Angeles, CA",15633.0,56500.0
15000US060371319001,"Block Group 1, Los Angeles, CA",37485.0,82984.0
15000US060371319002,"Block Group 2, Los Angeles, CA",7413.0,79655.0
15000US060371319003,"Block Group 3, Los Angeles, CA",38091.0,113750.0
15000US060371319004,"Block Group 4, Los Angeles, CA",39980.0,74605.0
15000US060371320011,"Block Group 1, Los Angeles, CA",42040.0,108750.0
15000US060371320012,"Block Group 2, Los Angeles, CA",48191.0,147917.0
15000US060371320013,"Block Group 3, Los Angeles, CA",24509.0,51818.0
15000US060371320021,"Block Group 1, Los Angeles, CA",54857.0,87778.0
15000US060371320022,"Block Group 2, Los Angeles, CA",49786.0,119318.0
15000US060371320023,"Block Group 3, Los Angeles, CA",23513.0,118750.0
15000US060371321011,"Block Group 1, Los Angeles, CA",35288.0,71607.0
15000US060371321012,"Block Group 2, Los Angeles, CA",26773.0,62460.0
15000US060371321013,"Block Group 3, Los Angeles, CA",20043.0,90850.0
15000US060371321021,"Block Group 1, Los Angeles, CA",,
15000US060371321022,"Block Group 2, Los Angeles, CA",4777.0,79050.0
15000US060371321023,"Block Group 3, Los Angeles, CA",13110.0,41643.0
15000US060371323001,"Block Group 1, Los Angeles, CA",7050.0,40172.0
15000US060371323002,"Block Group 2, Los Angeles, CA",50274.0,101071.0
15000US060371323003,"Block Group 3, Los Angeles, CA",17488.0,54755.0
15000US060371325011,"Block Group 1, Los Angeles, CA",19415.0,47219.0
15000US060371325012,"Block Group 2, Los Angeles, CA",42825.0,94103.0
15000US060371325021,"Block Group 1, Los Angeles, CA",12538.0,51200.0
15000US060371325022,"Block Group 2, Los Angeles, CA",38584.0,62864.0
15000US060371327001,"Block Group 1, Los Angeles, CA",29439.0,123571.0
15000US060371327002,"Block Group 2, Los Angeles, CA",25156.0,75625.0
15000US060371327003,"Block Group 3, Los Angeles, CA",28034.0,88000.0
15000US060371327004,"Block Group 4, Los Angeles, CA",10077.0,37799.0
15000US060371329001,"Block Group 1, Los Angeles, CA",24528.0,108681.0
15000US060371329002,"Block Group 2, Los Angeles, CA",4999.0,72721.0
15000US060371330001,"Block Group 1, Los Angeles, CA",15034.0,73641.0
15000US060371330002,"Block Group 2, Los Angeles, CA",19328.0,76316.0
15000US060371330003,"Block Group 3, Los Angeles, CA",29788.0,69688.0
15000US060371331001,"Block Group 1, Los Angeles, CA",7536.0,43528.0
15000US060371331002,"Block Group 2, Los Angeles, CA",24713.0,51492.0
15000US060371331003,"Block Group 3, Los Angeles, CA",48164.0,95625.0
15000US060371331004,"Block Group 4, Los Angeles, CA",18960.0,61875.0
15000US060371340011,"Block Group 1, Los Angeles, CA",10205.0,62692.0
15000US060371340012,"Block Group 2, Los Angeles, CA",36215.0,81250.0
15000US060371340021,"Block Group 1, Los Angeles, CA",22705.0,62216.0
15000US060371340022,"Block Group 2, Los Angeles, CA",12576.0,41808.0
15000US060371341011,"Block Group 1, Los Angeles, CA",20301.0,68182.0
15000US060371341012,"Block Group 2, Los Angeles, CA",18053.0,75714.0
15000US060371341031,"Block Group 1, Los Angeles, CA",5207.0,72131.0
15000US060371341032,"Block Group 2, Los Angeles, CA",25435.0,97692.0
15000US060371341041,"Block Group 1, Los Angeles, CA",10330.0,48456.0
15000US060371341042,"Block Group 2, Los Angeles, CA",11875.0,71713.0
15000US060371342011,"Block Group 1, Los Angeles, CA",7687.0,94674.0
15000US060371342012,"Block Group 2, Los Angeles, CA",24539.0,90417.0
15000US060371342013,"Block Group 3, Los Angeles, CA",15787.0,81702.0
15000US060371343021,"Block Group 1, Los Angeles, CA",58977.0,101786.0
15000US060371343022,"Block Group 2, Los Angeles, CA",31015.0,109881.0
15000US060371343023,"Block Group 3, Los Angeles, CA",40115.0,88750.0
15000US060371343031,"Block Group 1, Los Angeles, CA",22791.0,78068.0
15000US060371343032,"Block Group 2, Los Angeles, CA",12638.0,58929.0
15000US060371343033,"Block Group 3, Los Angeles, CA",71968.0,73375.0
15000US060371343034,"Block Group 4, Los Angeles, CA",42573.0,113393.0
15000US060371343041,"Block Group 1, Los Angeles, CA",8276.0,48611.0
15000US060371343042,"Block Group 2, Los Angeles, CA",25553.0,72065.0
15000US060371343051,"Block Group 1, Los Angeles, CA",6152.0,37606.0
15000US060371343061,"Block Group 1, Los Angeles, CA",13401.0,69286.0
15000US060371344211,"Block Group 1, Los Angeles, CA",24355.0,140313.0
15000US060371344221,"Block Group 1, Los Angeles, CA",28773.0,116944.0
15000US060371344222,"Block Group 2, Los Angeles, CA",37172.0,121667.0
15000US060371344231,"Block Group 1, Los Angeles, CA",21836.0,154038.0
15000US060371344232,"Block Group 2, Los Angeles, CA",26351.0,80063.0
15000US060371344241,"Block Group 1, Los Angeles, CA",22260.0,146071.0
15000US060371344242,"Block Group 2, Los Angeles, CA",28564.0,151406.0
15000US060371345201,"Block Group 1, Los Angeles, CA",10617.0,52637.0
15000US060371345202,"Block Group 2, Los Angeles, CA",11868.0,38021.0
15000US060371345211,"Block Group 1, Los Angeles, CA",6147.0,57669.0
15000US060371345221,"Block Group 1, Los Angeles, CA",4765.0,37869.0
15000US060371347101,"Block Group 1, Los Angeles, CA",8907.0,42901.0
15000US060371347102,"Block Group 2, Los Angeles, CA",7054.0,52660.0
15000US060371347201,"Block Group 1, Los Angeles, CA",17789.0,88516.0
15000US060371347202,"Block Group 2, Los Angeles, CA",10602.0,57831.0
15000US060371347203,"Block Group 3, Los Angeles, CA",21868.0,68281.0
15000US060371348001,"Block Group 1, Los Angeles, CA",19245.0,78594.0
15000US060371348002,"Block Group 2, Los Angeles, CA",34752.0,96477.0
15000US060371348003,"Block Group 3, Los Angeles, CA",35502.0,62250.0
15000US060371348004,"Block Group 4, Los Angeles, CA",44759.0,109643.0
15000US060371348005,"Block Group 5, Los Angeles, CA",33480.0,63393.0
15000US060371349011,"Block Group 1, Los Angeles, CA",17911.0,50924.0
15000US060371349012,"Block Group 2, Los Angeles, CA",59724.0,103750.0
15000US060371349013,"Block Group 3, Los Angeles, CA",58501.0,102949.0
15000US060371349031,"Block Group 1, Los Angeles, CA",14854.0,77353.0
15000US060371349041,"Block Group 1, Los Angeles, CA",16435.0,41500.0
15000US060371349042,"Block Group 2, Los Angeles, CA",27742.0,117578.0
15000US060371349051,"Block Group 1, Los Angeles, CA",13576.0,84224.0
15000US060371351021,"Block Group 1, Los Angeles, CA",25057.0,117656.0
15000US060371351022,"Block Group 2, Los Angeles, CA",59236.0,167969.0
15000US060371351023,"Block Group 3, Los Angeles, CA",66059.0,157308.0
15000US060371351111,"Block Group 1, Los Angeles, CA",49881.0,102109.0
15000US060371351112,"Block Group 2, Los Angeles, CA",23959.0,125741.0
15000US060371351113,"Block Group 3, Los Angeles, CA",13784.0,85396.0
15000US060371351131,"Block Group 1, Los Angeles, CA",10383.0,85505.0
15000US060371351141,"Block Group 1, Los Angeles, CA",6581.0,61425.0
15000US060371351142,"Block Group 2, Los Angeles, CA",17101.0,42656.0
15000US060371352011,"Block Group 1, Los Angeles, CA",11717.0,103306.0
15000US060371352012,"Block Group 2, Los Angeles, CA",47203.0,138542.0
15000US060371352021,"Block Group 1, Los Angeles, CA",25987.0,119886.0
15000US060371352022,"Block Group 2, Los Angeles, CA",20906.0,123250.0
15000US060371352023,"Block Group 3, Los Angeles, CA",48752.0,99063.0
15000US060371352031,"Block Group 1, Los Angeles, CA",33417.0,96927.0
15000US060371352032,"Block Group 2, Los Angeles, CA",38021.0,117188.0
15000US060371352033,"Block Group 3, Los Angeles, CA",30249.0,109674.0
15000US060371352034,"Block Group 4, Los Angeles, CA",55644.0,144231.0
15000US060371352035,"Block Group 5, Los Angeles, CA",72018.0,116034.0
15000US060371352036,"Block Group 6, Los Angeles, CA",,250001.0
15000US060371370001,"Block Group 1, Los Angeles, CA",21882.0,79875.0
15000US060371370002,"Block Group 2, Los Angeles, CA",28462.0,188797.0
15000US060371371031,"Block Group 1, Los Angeles, CA",14020.0,85000.0
15000US060371371032,"Block Group 2, Los Angeles, CA",14385.0,106602.0
15000US060371371041,"Block Group 1, Los Angeles, CA",45207.0,98750.0
15000US060371371042,"Block Group 2, Los Angeles, CA",41653.0,115366.0
15000US060371372011,"Block Group 1, Los Angeles, CA",13119.0,76933.0
15000US060371372012,"Block Group 2, Los Angeles, CA",3361.0,70964.0
15000US060371372013,"Block Group 3, Los Angeles, CA",62809.0,114813.0
15000US060371373011,"Block Group 1, Los Angeles, CA",27086.0,156250.0
15000US060371373021,"Block Group 1, Los Angeles, CA",13798.0,137955.0
15000US060371373022,"Block Group 2, Los Angeles, CA",23324.0,151452.0
15000US060371374011,"Block Group 1, Los Angeles, CA",30970.0,106080.0
15000US060371374012,"Block Group 2, Los Angeles, CA",26374.0,112847.0
15000US060371374013,"Block Group 3, Los Angeles, CA",40160.0,183750.0
15000US060371374021,"Block Group 1, Los Angeles, CA",68682.0,115625.0
15000US060371374022,"Block Group 2, Los Angeles, CA",26739.0,115625.0
15000US060371374023,"Block Group 3, Los Angeles, CA",73611.0,128015.0
15000US060371375011,"Block Group 1, Los Angeles, CA",7864.0,101380.0
15000US060371375012,"Block Group 2, Los Angeles, CA",18845.0,67768.0
15000US060371375021,"Block Group 1, Los Angeles, CA",27371.0,72315.0
15000US060371375022,"Block Group 2, Los Angeles, CA",25182.0,93287.0
15000US060371375023,"Block Group 3, Los Angeles, CA",57556.0,146442.0
15000US060371375041,"Block Group 1, Los Angeles, CA",30995.0,143875.0
15000US060371380001,"Block Group 1, Los Angeles, CA",38715.0,116597.0
15000US060371380002,"Block Group 2, Los Angeles, CA",23668.0,101678.0
15000US060371380003,"Block Group 3, Los Angeles, CA",31005.0,145458.0
15000US060371390011,"Block Group 1, Los Angeles, CA",42278.0,66094.0
15000US060371390012,"Block Group 2, Los Angeles, CA",33663.0,86875.0
15000US060371390013,"Block Group 3, Los Angeles, CA",13373.0,121713.0
15000US060371390014,"Block Group 4, Los Angeles, CA",37637.0,79167.0
15000US060371392001,"Block Group 1, Los Angeles, CA",20002.0,125134.0
15000US060371392002,"Block Group 2, Los Angeles, CA",36022.0,86463.0
15000US060371392003,"Block Group 3, Los Angeles, CA",12437.0,60789.0
15000US060371393011,"Block Group 1, Los Angeles, CA",30987.0,172286.0
15000US060371393012,"Block Group 2, Los Angeles, CA",73782.0,99961.0
15000US060371393013,"Block Group 3, Los Angeles, CA",23808.0,92596.0
15000US060371393021,"Block Group 1, Los Angeles, CA",8259.0,46857.0
15000US060371393022,"Block Group 2, Los Angeles, CA",21606.0,45417.0
15000US060371393031,"Block Group 1, Los Angeles, CA",14106.0,54787.0
15000US060371393032,"Block Group 2, Los Angeles, CA",7302.0,54246.0
15000US060371394011,"Block Group 1, Los Angeles, CA",,
15000US060371394012,"Block Group 2, Los Angeles, CA",19095.0,62854.0
15000US060371394021,"Block Group 1, Los Angeles, CA",45082.0,111875.0
15000US060371394022,"Block Group 2, Los Angeles, CA",22844.0,126875.0
15000US060371394023,"Block Group 3, Los Angeles, CA",38126.0,159960.0
15000US060371395021,"Block Group 1, Los Angeles, CA",21322.0,59375.0
15000US060371395022,"Block Group 2, Los Angeles, CA",41441.0,145144.0
15000US060371395031,"Block Group 1, Los Angeles, CA",19891.0,78278.0
15000US060371395032,"Block Group 2, Los Angeles, CA",12354.0,45142.0
